gesham,gresham
pelet,pellets
shaaph,shah
sheber,sheer
machbenah,machine
gibea,gibe
achsa,aches
hareph,hare
gader,gander
haroeh,hare
manahethites,manages
ithrites,itches
puhites,pushes
shumathites,shutters
mishraites,miseries
zareathites,zara
eshtaulites,estates
jabez,jab
tirathites,tithes
shimeathites,shipmates
suchathites,such
hemath,health
shimea,shim
nogah,noah
abia,aia
jeconiah,jena
salathiel,salivate
malchiram,malia
shenazar,shear
hoshama,hosaka
hananiah,hannah
hashubah,hash
ohel,othello
berechiah,berea
hasadiah,has
pelatiah,plath
jesaiah,jessica
rephaiah,repaid
arnan,armenian
shechaniah,shea
hattush,hattes
igeal,ideal
bariah,bari
neariah,near
elioenai,elena
azrikam,afrika
eliashib,elisha
pelaiah,pariah
akkub,aku
dalaiah,dali
anani,anania
reaiah,regalia
ahumai,ahm
lahad,ladgham
ishma,isham
idbash,ida
hazelelponi,hazel
hushah,hush
helah,hel
naarah,niagara
temeni,teen
jezoar,jeopardy
ethnan,ethan
coz,cozy
anub,an
aharhel,ahah
harum,harm
chelub,club
mehir,meir
eshton,est
rapha,raphael
paseah,pasha
rechah,rehash
hathath,hath
meonothai,month
charashim,charisma
naam,nam
ziphah,zip
tiria,tiring
mered,merged
jalon,jalopy
ishbah,isham
socho,sochi
bithiah,bit
hodiah,howda
naham,nathan
garmite,garment
shimon,simon
tilon,timon
zoheth,zoe
lecah,letch
laadah,lad
ashbea,ash
jokim,joking
chozeba,cholera
saraph,sarah
lehem,lee
jarib,jar
hamuel,haul
tolad,toland
susim,susie
birei,birdie
tochen,toch
genealogy,genealogies
meshobab,mesh
jamlech,jam
joshah,joshua
josibiah,josiah
asiel,aside
asaiah,ashikaga
adiel,adieu
jesimiel,jessie
shiphi,ship
jedaiah,jed
shimri,shim
reaia,regalia
beerah,beer
tilgath,tilth
pilneser,piles
jeiel,jewel
hagarites,hartes
shapham,shah
jaanai,jan
jorai,jorda
jachan,jackman
zia,zinman
huri,hubris
jaroah,jar
jeshishai,jess
ahi,ah
abdiel,abel
nephish,nephews
nodab,nod
steads,stead
senir,senior
eliel,elite
jahdiel,jade
hara,harass
meraioth,merit
amariah,amaral
jehozadak,jehovah
zimmah,zimmerman
uriel,urielites
amasai,amass
ahimoth,aimo
vashni,vanish
haggiah,haggard
toah,torah
mahath,maht
berachiah,beach
baaseiah,base
malchiah,malia
ethni,ethnic
kishi,kinship
abdi,abide
malluch,mauch
hashabiah,hash
amzi,amazing
shamer,shame
hilen,hinkle
alemeth,ale
jokmeam,joke
bileam,bile
anem,anemia
mashal,marshal
hukok,hurok
237,237%
shimrom,shim
jeriel,jerez
jahmai,jamaica
jibsam,jibes
ishiah,ishii
jediael,jed
iri,irina
zemira,zebra
alameth,alamein
shuppim,shu
aher,asher
ashriel,ashore
aramitess,armies
peresh,perish
sheresh,shepherds
rakem,rake
hammoleketh,hamlet
ishod,isolde
mahalah,mahayana
shemidah,shea
ahian,asian
likhi,liking
aniam,animal
elead,elevated
sherah,sheath
rephah,rehash
resheph,reshapes
telah,tel
laadan,lad
jehoshuah,jehovah
naaran,niagara
isuah,isaiah
ishuai,isham
birzavith,birdbath
pasach,paschal
bimhal,bimonthly
ashvath,ash
helem,helm
shelesh,shelves
amal,ama
suah,squash
harnepher,hardener
beri,berlin
imrah,ira
hod,hord
shamma,sham
shilshah,shish
beera,beer
pispah,pip
ara,arak
ulla,ullman
arah,aah
haniel,hail
rezia,retina
aharah,ahah
nohah,noah
abihud,abide
ahoah,ahah
shephuphan,shep
huram,hiram
shaharaim,shari
baara,bavaria
hodesh,hodges
malcham,malcolm
jeuz,je
shachia,shah
mirma,mira
misham,mishap
ono,onto
lod,loud
shashak,shah
jeremoth,jerebohm
ader,adler
ispah,isaiah
joha,johann
hezeki,hez
ishmerai,isham
jakim,jai
elienai,elena
beraiah,bearish
shimrath,shirt
shimhi,shim
ishpan,isham
238,2:38
antothijah,anti
shamsherai,shams
shehariah,shear
jaresiah,jars
eliah,elijah
zacher,zachrisson
mikloth,milt
malchi,mali
esh,eschew
merib,merit
pithon,pith
tarea,tara
jehoadah,jehovah
binea,bin
bocheru,boucher
sheariah,shear
eshek,eschew
uthai,utah
imri,imprint
shilonites,shines
jeuel,jewel
sallu,salu
hasenuah,hasten
ibneiah,iberia
michri,miuchi
ibnijah,ibn
jehoiarib,jehovah
pashur,pasture
malchijah,malia
jahzerah,jahr
meshillemith,mesh
immer,immersed
hasshub,hash
heresh,here's
galal,gala
jeduthun,jed
talmon,talons
kore,korea
korahites,kohi
meshelemiah,mesh
oversee,overseer
mattithiah,mattathias
korahite,kohi
jehiel,jewel
shimeam,shim
tahrea,tara
jarah,jar
hachmonite,harmonies
mighties,mightiest
shammoth,sham
harorite,harriet
pelonite,peonies
antothite,antoinette
sibbecai,siberia
ilai,inlaid
heled,helped
ithai,ithaca
hurai,huai
baharumite,bahi
hashem,hash
shage,shag
sacar,sacral
eliphal,elisha
hezro,hero
naarai,niagara
haggeri,haggle
berothite,berth
adina,adrian
shiza,shietz
reubenite,reuben
joshaphat,joshua
mithnite,mitigate
ashterathite,asher
shama,sham
hothan,hotham
aroerite,arterioles
tizite,title
mahavite,maht
joshaviah,josiah
elnaam,elena
jasiel,jail
mesobaite,metabolite
shemaah,shea
gibeathite,gibe
jeziel,jewel
berachah,beach
ismaiah,isaiah
gibeonite,gibe
gederathite,generate
bealiah,beale
shemariah,shear
haruphite,harp
jesiah,josiah
joezer,joe
joelah,joel
roes,roles
mishmannah,mishap
elzabad,elaborated
machbanai,machinist
overflown,overflow
helpeth,help
adnah,adnan
rovers,rover
aaronites,aaron
chidon,chion
241,24
elpalet,elephant
beeliada,belied
shemiramoth,shea
unni,unnoticed
maaseiah,malaise
mikneiah,mike
alamoth,alamo
sheminith,shipment
chenaniah,chen
doorkeepers,doorkeeper
shebaniah,shea
jehiah,jehovah
cornet,corne
242,242%
psalms,psalm
marvellous,marvelous
kindreds,kindred
endureth,endure
243,2433
becamest,became
tibhath,that
chun,chung
tou,tour
shavsha,shah
shophach,shop
244,2454
sippai,sipping
overtaketh,overtake
ornan,ornament
245,2454
joinings,joining
magnifical,magical
haziel,hazel
zina,zinman
shebuel,she
rehabiah,rehash
jeriah,jeremiah
246,2:46
harim,harm
seorim,senior
mijamin,miami
jeshua,joshua
shecaniah,shea
bilgah,bilge
hezir,heir
aphses,apses
gamul,gaul
delaiah,delia
shubael,shu
jehdeiah,jeremiah
shelomoth,shoot
michah,mica
beno,ben
shoham,sham
ibri,iberia
zeri,zero
eliathah,elizabethan
giddalti,gilt
romamti,romantic
mallothi,mall
hothir,hot
mahazioth,mahayanist
jathniel,jane
jehohanan,jehovah
peulthai,pelham
othni,othon
rephael,repel
simri,sir
shelemiah,shelagh
shallecheth,shall
causeway,cause
parbar,paba
gershonite,gershwin
jerijah,jeremiah
zabdiel,zabel
dodai,diodati
shamhuth,sham
izrahite,irate
anetothite,antoinette
heldai,held
ishmaiah,isham
jehonathan,jehovah
tillage,till
ezri,ezra
248,2048
shiphmite,shipmate
gederite,generate
shitrai,shit
sharonite,sharon
obil,oil
ishmaelite,israelite
meronothite,meteorite
jaziz,jazz
hagerite,haestier
hachmoni,harmonic
searcheth,search
understandeth,understand
parlours,parlors
glistering,glittering
artificers,artificer
drams,dramas
249,24
reignest,reigns
triest,tries
251,2051
algum,alum
flotes,floes
bearers,bearer
overseers,overseer
252,25
cieled,chiseled
garnished,garish
parvaim,paradigm
pommels,poems
shewest,shewe
requiting,requiring
recompensing,reopening
caterpillers,caterpillars
attent,attention
prosperously,prosperous
covenanted,covenant
exceedest,exceeds
chapmen,chapman
servitude,service
shoco,shock
adoraim,adoniram
shamariah,shari
lubim,lui
sukkiims,skiis
257,25
tenderhearted,tendered
ambushment,ambush
jeshanah,jean
ephrain,eph
oded,odd
vexations,vexatious
lubims,luis
apothecaries,apothecary
stablished,stabled
tobijah,tobin
259,25
amasiah,amass
imla,implant
hazazon,hazardous
rulest,rules
jeruel,jerusalem
ambushments,ambushes
elishaphat,elisha
262,26-2
bucklers,buckles
263,26
shimrith,shirt
264,26
jabneh,jane
mehunims,mechanism
habergeons,habe
jerushah,jerusalem
corruptly,corrupt
ophel,openly
meshillemoth,mesh
hadlai,halda
shocho,shock
filthiness,fitness
266,26
passovers,passos
prepareth,prepare
267,2:67
cononiah,connie
ismachiah,isaiah
miniamin,minimizing
268,2688
affright,affronting
cotes,coates
watercourse,watercolors
strowed,stowed
joahaz,jonathan
couplings,coupling
hasrah,hash
humbledst,humbled
conaniah,conan
flayed,flared
caldrons,calderone
necho,nec
charchemish,charms
misused,misuse
mithredath,mitre
sheshbazzar,shea
reelaiah,reel
mordecai,more
bilshan,bills
bigvai,big
rehum,rheum
parosh,parish
pahath,pah
bebai,bea
adonikam,adoniram
adin,adrian
ater,ate
bezai,bea
jorah,jorda
hashum,hash
gibbar,gibby
netophah,net
arim,arm
michmas,michaels
magbish,magi
hadid,hadd
senaah,senatorial
kadmiel,kader
hatita,hat
shobai,soba
hasupha,hash
tabbaoth,tabb
keros,kerosene
siaha,sih
padon,pardon
lebanah,lean
hagab,hangar
shalmai,shalom
giddel,gide
gahar,gather
gazzam,garza
besai,bea
asnah,ana
mehunim,menuhin
nephusim,nephews
bakbuk,baku
harhur,harburg
mehida,media
harsha,harsh
barkos,bark
thamah,thamnophis
neziah,nevah
hatipha,hath
sotai,stain
sophereth,sphere
peruda,peru
darkon,dark
hattil,hattie
pochereth,pocket
zebaim,zebra
ami,amis
melah,mel
harsa,harsh
addan,add
tobiah,tobin
274,2274
habaiah,habla
shealtiel,shea
henadad,headland
assur,assure
artaxerxes,arteries
tabeel,tabellen
shimshai,shims
dinaites,dines
tarpelites,triplets
apharsites,aphrodite
archevites,archives
susanchites,susan
dehavites,deviate
elamites,eliminates
asnapper,appear
endamage,endgame
dishonour,dishonor
hurtful,hurt
haggai,haggard
tatnai,tatian
shethar,shear
boznai,bona
prospereth,prosper
chaldean,chalidale
achmetha,ahmet
expences,expense
savours,savor
276,27
treasurers,treasurer
prescribing,prescribe
pharosh,pars
elihoenai,elena
josiphiah,josiah
277,27
runneth,runner
ariel,arise
casiphia,cassiopeia
sherebiah,sheridan
meremoth,meredith
binnui,bini
astonied,astonished
shabbethai,shabbat
elasah,elisha
kelaiah,kel
kelita,kel
ramiah,ram
jeziah,jeremiah
miamin,miami
athlai,athalie
sheal,shea
adna,adnan
chelal,chelas
ishijah,isaiah
shimeon,simon
mattenai,mattei
mattathah,mattathias
jeremai,jeremiah
maadai,maladaptive
bedeiah,bede
chelluh,cell
vaniah,vanish
machnadebai,machine
shashai,shah
sharai,shari
zebina,zebra
279,27
chisleu,chisel
shushan,susan
sanballat,sana
horonite,horne
geshem,gee
meah,mea
hananeel,han
hassenaah,hasten
meshezabeel,mesh
tekoites,tektites
besodeiah,beside
melatiah,melt
jadon,jason
commandedst,commanded
cupbearer,cupboard
nisan,nuisance
goldsmiths,goldsmith
harumaph,harrumphing
hashabniah,hash
hashub,hash
halohesh,halos
shallun,shall
col,cole
siloah,silo
bavai,bavaria
armoury,armour
baruch,bach
ananiah,anania
palal,pall
zalaph,zapala
laboured,labored
mortgaged,mortgage
performeth,perform
gashmu,gash
mehetabeel,mehitabel
elul,ell
282,2825
nahamani,nathan
mispereth,misperceives
nehum,nehru
hariph,harp
hashupha,hash
sia,siva
lebana,lean
phaseah,phase
meunim,men
nephishesim,nephew
bazlith,bait
tamah,tamale
perida,period
telmelah,tell
telharesha,tears
addon,add-on
manservants,manservant
anaiah,anania
hashbadana,hash
sackclothes,sack
bunni,bunny
chenani,chen
preservest,preserves
worshippeth,worshipped
foundest,founders
madest,made
shewedst,shrewdest
persecutors,persecutory
threwest,threes
forsookest,forsakes
withheldest,withheld
284,28
multipliedst,multiplied
subduedst,subdues
deliveredst,delivered
saviours,saviour
leftest,leftist
testifiedst,testifies
yieldeth,yield
ginnethon,ginning
bilgai,bilge
beninu,benign
nebai,nebula
magpiash,magpies
jaddua,jaded
hallohesh,halls
pileha,pile
shobek,shoe
hashabnah,hash
anan,ana
exaction,exacting
athaiah,athalie
shiloni,shillong
joed,joked
kolaiah,kola
gabbai,gabbling
sallai,salami
senuah,sensual
pelaliah,perilla
amashai,amass
bakbukiah,baku
phelet,phelps
mekonah,mekong
zareah,zara
aija,aia
neballat,nell
ginnetho,giveth
maadiah,mandhata
amok,amos
meraiah,mermaid
melicu,melodic
helkai,hel
moadiah,modish
piltai,pilate
kallai,kali
thresholds,threshold
thanksgivings,thanksgiving
286,28
hoshaiah,hostaria
azarael,amaral
milalai,mill
gilalai,gill
maai,mai
aforetime,aforementioned
winepresses,wines
lading,loading
profaning,profanity
287,28
289,2809
vashti,vast
mehuman,meehan
biztha,biz
harbona,harbor
bigtha,big
abagtha,agatha
carcas,carcass
chamberlains,chamberlain
carshena,carsten
admatha,agatha
meres,merest
marsena,marsden
memucan,mecum
hege,hegel
hadassah,harass
hegai,hegelian
purifications,purification
shaashgaz,shah
290,29
tebeth,teeth
bigthan,big
teresh,teresa
haman,hartman
hammedatha,hammett
agagite,aggie
reverenced,reverence
transgressest,transgressed
pur,pure
hatach,hatch
holdest,holders
291,2991
zeresh,zeros
availeth,avail
bigthana,big
delighteth,delight
countervail,countervailing
durst,dust
harbonah,harbor
292,29.2
pacified,pacifier
sivan,siva
parshandatha,pars
dalphon,dalton
aspatha,asphalt
poratha,port
adalia,adelia
aridatha,arimathea
parmashta,pars
arisai,arising
aridai,arid
293,29
purim,purism
fastings,fastenings
295,29-5
feasted,feast
escheweth,eschew
sabeans,saba
chaldeans,chandler's
holdeth,hold
movedst,moved
potsherd,posed
temanite,terminate
bildad,billiard
shuhite,shute
terrify,terry
296,29
oppressor,oppressors
roarings,roaring
upholden,uphold
perisheth,perish
swalloweth,swallow
unsearchable,unshakeable
disappointeth,disappointment
craftiness,crafts
headlong,heading
stoppeth,stopper
correcteth,correct
chastening,chanting
bindeth,bind
woundeth,wound
bray,brady
loweth,lowest
forsaketh,forsake
blackish,blacks
forcible,forcibly
297,29
hireling,hirelings
tossings,tossing
shuttle,shuttled
vanisheth,vanish
whale,whelan
scarest,scars
terrifiest,terrifies
chooseth,choose
strangling,straggling
loathe,loathed
preserver,preserve
withereth,wither
shooteth,shoot
overturneth,overture
shaketh,shake
sealeth,stealth
arcturus,arcus
orion,orin
pleiades,pleads
multiplieth,multiple
filleth,fille
hasteth,haste
daysman,days
298,29
contendest,contends
enquirest,enquired
searchest,searches
curdled,curled
markest,markets
increaseth,increase
renewest,renews
increasest,increases
mockest,mock
exacteth,exact
deserveth,deserve
withholdeth,withhold
overturn,overturned
looseth,loosest
overthroweth,overthrow
poureth,pour
weakeneth,weaken
discovereth,discover
straiteneth,strait
forgers,forgeries
pleadings,pleading
mocketh,mock
299,2991
hidest,hides
writest,writes
lookest,looks
consumeth,consume
continueth,continue
wasteth,waste
decayeth,decay
drieth,diet
sewest,sewers
washest,washes
destroyest,destroyers
prevailest,prevaile
changest,changes
castest,casts
restrainest,restrains
uttereth,utter
choosest,chooses
condemneth,condemn
understandest,understands
consolations,consolation
lettest,letters
travaileth,travel
wandereth,wander
strengtheneth,strengthen
collops,coops
inhabiteth,inhabit
bribery,bribers
emboldeneth,emboldened
asswage,assuaged
leanness,leans
sharpeneth,sharpen
reproachfully,reproach
pleadeth,plead
mockers,mockery
straitened,straightened
hungerbitten,hunger
counteth,count
kinsfolk,kinsell
persecute,persecuted
redeemer,redeemed
triumphing,triumph
301,30
vomit,vomiting
viper,vivier
gendereth,gender
calveth,calves
casteth,caste
distributeth,distribute
chaff,chaffey
carrieth,carrie
rewardeth,reward
judgeth,judge
pureness,purses
waiteth,waite
disguiseth,disguise
beholdeth,behold
entreateth,entreat
resteth,rest
shineth,shine
plentifully,plentiful
hangeth,hang
303,3.03
departeth,department
hurleth,hurl
inhabitant,inhabitants
sapphires,shires
cutteth,cutter
weigheth,weight
diadem,diam
comforteth,comfort
whereto,where
mallows,mall
brayed,bayed
nettles,nettled
viler,vile
304,30
opposest,opposes
liftest,lifters
causest,causes
dissolvest,dissolve
heinous,heinzes
visiteth,visit
enticed,entitled
cockle,cock
barachel,baraclough
buzite,bite
thrusteth,trusteth
constraineth,constraint
305,30
marketh,market
slumberings,slumber
abhorreth,abhorrent
fresher,fresh
worketh,worth
trieth,trite
tasteth,taste
scorning,scoring
profiteth,profit
accepteth,accept
striketh,strike
ensnared,eared
addeth,added
clappeth,clapped
sinnest,sinners
oppressions,oppression
306,30
despiseth,despise
preserveth,preserve
withdraweth,withdraw
exalteth,exalt
vapour,vapor
spreadings,spreading
trembleth,tremble
directeth,direct
roareth,roar
thundereth,thunder
wearieth,wearied
scattereth,scatter
counsels,counsel
balancings,balancing
quieteth,quiet
cleanseth,cleanth
respecteth,respect
darkeneth,darkened
dayspring,daring
gendered,gender
calve,calves
scorneth,score
ostrich,osric
leaveth,leave
warmeth,warmth
forgetteth,forget
paweth,path
rattleth,rattle
smelleth,smell
crag,crags
contendeth,contented
reproveth,reproductive
disannul,disdainful
abase,abasement
behemoth,becometh
pierceth,pierce
leviathan,levity
308,30
sundered,sunder
neesings,needing
kindleth,kindled
breakings,breaking
dart,d'art
esteemeth,esteem
slingstones,slings
laugheth,laugh
bemoaned,bemoan
jemima,jeremiah
kezia,kezziah
keren,kern
happuch,happy
309,30
lifter,lifters
310,3-10
neginoth,negation
nehiloth,neil
defendest,defends
311,3181
waxeth,waxen
rending,rendering
ordaineth,ordain
gittith,git
visitest,visits
satest,safest
destructions,destruction
remembereth,remember
executeth,execute
higgaion,high-gain
313,31
boasteth,boast
covetous,covetousness
puffeth,puff
croucheth,crochet
beholdest,beholds
ceaseth,cease
vilest,vile
bountifully,beautifully
uprightly,upright
backbiteth,backstitch
contemned,contented
honoureth,honour
changeth,change
315,3.15
michtam,mica
extendeth,extend
maintainest,maintains
lovingkindness,loving
disappoint,disappointed
fillest,filles
316,31
317,31
subdueth,subdue
handywork,handiwork
318,3181
preventest,prevents
aijeleth,aiee
319,31
inhabitest,inhabit
ravening,raving
restoreth,restore
anointest,antagonist
lovingkindnesses,loving
321,3211
dissemblers,disassemble
322,32
323,32
324,3247
maschil,mash
imputeth,impute
forgavest,forgave
fashioneth,fashion
encampeth,encampment
redeemeth,redeem
deliverest,delivers
spoileth,spoil
abjects,abject
gnashed,gnawed
aha,ahah
326,32
flattereth,flatter
deviseth,devise
plotteth,plotted
upholdeth,uphold
borroweth,borrow
payeth,path
talketh,talk
watcheth,watch
transgressors,transgression
presseth,press
disquietness,disquiet
panteth,pantheist
329,32
deceits,deceit's
reproofs,reproof
heapeth,heap
rebukes,rebuke
miry,misery
tarrying,tarry
favourest,favour
upholdest,upholders
331,33
thirsteth,thirtieth
holyday,holiday
hermonites,hermeneutics
mizar,midair
waterspouts,waters
deliverances,deliverance
sellest,sells
sleepest,sleeps
forgettest,forget
shoshannim,shann
inditing,indicating
meekness,meekest
333,33
breakest,breakers
brutish,brush
335,33
tempestuous,tempest
consentedst,consented
frameth,frame
slanderest,slanders
thoughtest,thoughts
glorifieth,glorified
ordereth,order
aright,albright
bathsheba,bathe
336,33
judgest,judges
shapen,shape
desirest,desires
whiter,white
bloodguiltiness,bloodless
delightest,delights
boastest,boasts
rasor,razor
337,33
ziphims,zip
fearfulness,fearless
338,33
tellest,tellers
overpast,overcast
339,33
charmers,charmer
bendeth,beneath
melteth,mettle
eduth,edith
washpot,wash
philistia,philistines
neginah,nina
340,34
341,34
renderest,renders
stilleth,still
waterest,waters
enrichest,enrichment
settlest,settles
crownest,crowns
342,34
suffereth,suffer
laidst,laid
extolled,extend
344,34
jah,jahr
loadeth,loath
spearmen,spear
345,34
waterflood,waterloo
347,34.7
greyheaded,greed
mown,mon
loftily,lofty
castedst,casts
awaketh,awake
awakest,awake
349,34
ensigns,ensign
hammers,hammer
withdrawest,withdraw
driedst,dried
stouthearted,shuttered
351,35
fattest,flattest
thunderbolts,thunderous
unfaithfully,unfaithful
352,35
shouteth,shout
skilfulness,skillfulness
revenging,revenge-seeking
leadest,leaders
feedest,feeds
preparedst,prepares
haters,hates
unjustly,unjust
hagarenes,hagner
gebal,gerald
holpen,holden
kison,kimono
fainteth,faintest
356,35
sparrow,sparrow's
baca,baccarat
leannoth,lean
rememberest,remembers
358,35
stillest,stills
359,35
carriest,carries
flourisheth,flourish
noisome,noise
chastiseth,chastisement
chastenest,chastisement
teachest,teaches
363,36
executest,execute
answeredst,answered
tookest,tooke
slandereth,slanderer
364,3646
declineth,decline
crowneth,crown
satisfieth,satisfies
pitieth,pitied
hearkening,heartening
stretchest,stretches
coveredst,covered
watereth,water
366,3646
conies,cones
openest,opens
368,36
unadvisedly,unaided
insomuch,inasmuch
370,37
371,37
watersprings,watering
barrenness,barren
minished,ministered
extortioner,extraction
shaked,shacked
373,37
gnash,gash
ailed,ailey
374,37
aleph,ale
undefiled,undefined
wherewithal,wherewith
gimel,gimbel
377,37
daleth,dale
vau,va
cheth,cheetah
teth,tenth
jod,jody
caph,cap
378,37
379,37
lamed,lammed
samech,same
usest,uses
380,38*0
koph,koh
resh,relish
schin,shin
mesech,mesh
382,38
383,38
fowlers,fowler
waketh,wake
plowers,powers
housetops,houses
mower,mowed
384,38
vapours,vapor
386,38
rase,raise
dasheth,dash
strengthenedst,strengthened
388,38
downsitting,downing
compassest,compass
unperfect,unperformed
adders,address
garners,garner
satisfiest,satisfies
returneth,return
relieveth,relieve
393,39
twoedged,two
concourse,concurs
scorners,scores
hearkeneth,hearth
inclineth,incline
retaineth,retain
396,39
runnest,runners
moveable,movable
ravished,raised
pondereth,ponder
sluggard,slugged
travelleth,travelled
winketh,wink
397,39
whorish,whorls
casement,cement
payed,prayed
wrongeth,wrong
398,3.98
scorner,scorned
rebuketh,rebuke
scornest,scores
famish,fish
prating,parting
strifes,strife
tendeth,tenth
erreth,erred
refraineth,refrain
prolongeth,prolong
revealeth,reveal
concealeth,concealment
suretiship,sure
procureth,procure
399,39
winneth,winnetka
obtaineth,obtaine
rottenness,rotten
tilleth,tillet
piercings,piercing
proclaimeth,proclaim
seduceth,seduced
roasteth,rotates
pathway,pathways
spareth,spare
plucketh,pluck
perceivest,perceives
intermeddle,intercede
backslider,backside
rageth,rage
appeaseth,appease
studieth,student
transgresseth,transgressed
handleth,handle
wellspring,well-springs
craveth,crave
diggeth,digges
whisperer,whisper
enticeth,enticements
disposing,dispersing
401,40
fining,finding
repeateth,repeat
meddled,meddle
justifieth,justified
begetteth,beget
intermeddleth,intermeshed
ignominy,ignoring
waster,waste
conceit,conceits
intreaties,integrates
sticketh,stick
fretteth,fretted
deferreth,deferent
slothfulness,slothful
chaseth,chase
mocker,mockery
provoketh,provoke
enquiry,enquired
blueness,blues
housetop,house
brawling,braweling
pacifieth,pacifist
transgressor,transgression
spendeth,spent
scaleth,scale
coveteth,covet
hardeneth,harden
foreseeth,foresee
bountiful,boun
403,40
winebibbers,wine
drowsiness,drowsing
babbling,babbiting
redness,readiness
stingeth,sting
stumbleth,stumble
404,40
fitly,faintly
reprover,reporter
refresheth,refreshment
maul,mauler
nitre,nitrate
singeth,sing
backbiting,backing
meddleth,meddle
deceiveth,deceive
dissembleth,disassemble
rolleth,roll
bewrayeth,beware
405,4:05
shameth,shame
confesseth,confess
robbeth,robber
bloodthirsty,blood-thirsty
lighteneth,lightened
aboundeth,abound
agur,ague
jakeh,jake
ucal,ucla
horseleach,horseflesh
406,40
wringing,winging
praiseth,praise
virtuously,virtuous
excellest,excellent
ecclesiastes,ecclesiastical
ecclesiastesor,ecclesiastical
whirleth,whirl
acquainting,acquaint
excelleth,excellent
happeneth,happen
408,40
befalleth,befall
comforter,comforted
foldeth,fold
bereave,berea
perverting,perrin
labouring,labour
409,40
discerneth,discernment
babbler,babbled
droppeth,dropped
observeth,observe
411,4911
413,4-13
ointments,ointment
spikenard,spiked
wellbeloved,wellesley
camphire,campfire
banqueting,banquetings
flagons,flags
bether,beth
espousals,espousal
shorn,shorten
amana,almanac
414,41
knocketh,knock
bushy,bush
amminadib,amid
shulamite,sulamite
goblet,giblet
fishpools,fish
rabbim,rabbi
inclose,inclosed
hamon,harmon
417,41
corrupters,corrupter
putrifying,purifying
fadeth,fade
loftiness,lioness
418,41-8
moles,molest
cauls,causal
mufflers,muffler
headbands,headlands
mantles,mantle's
wimples,wiles
crisping,crispin
vails,vail
stomacher,stomach
girding,guiding
viol,viola
419,41
latchet,latches
seraphims,seraphim
forsaking,forsan
teil,tel
tabeal,tableau
immanuel,immanent
abhorrest,abhorrent
silverlings,silvers
maher,mahler
shalal,shall
baz,boaz
shiloah,shiloh
bestead,bested
dimness,dimes
stoutness,stones
sycomores,scores
evildoer,evildoers
421,4.21
grievousness,grievous
calno,cal
carchemish,cares
peeped,peep
heweth,hewett
standardbearer,standard
aiath,aia
madmenah,madmen
leopard,leopards
fatling,falling
asp,aspr
cockatrice,cockier
pathros,pathos
422,42
dryshod,dry
comfortedst,comforted
mustereth,muster
satyrs,sayers
hindereth,hindered
viols,violins
bittern,bitter
besom,bosom
423,42
bajith,bath
luhith,lui
horonaim,horn
eglaim,exclaim
dimon,dion
bewray,betray
spoiler,spoiled
hasting,hastings
hareseth,harsh
languish,languished
treaders,traders
haresh,harsh
harvestman,harvest
reapeth,repeat
424,42
bloweth,blow
sprigs,springs
reeds,reed
noph,nop
staggereth,stagger
sargon,saigon
whirlwinds,whirlwind's
425,42
watchtower,watchers
dedanim,dean
graveth,grave
traffickers,trafficked
til,tilt
426,42
taker,take
languisheth,languished
merryhearted,merry
endeth,ended
defenced,defence
swimmeth,swim
427,42
stayeth,stay
chalkstones,chalk
disannulled,disallowed
428,42
plowman,plowman's
fitches,fitch
cummin,cumin
munition,munitions
dreameth,dreamt
hanes,haynes
429,42
sherd,shed
menstruous,menstruation
winnowed,winnow
sift,swift
tophet,thet
stammerers,stammered
churl,curl
villany,villain
430,43*0
spoilest,spoils
solemnities,solemnis
oars,oas
tacklings,tacking
scroll,stroll
idumea,idea
recompences,recompence
satyr,sat
vultures,vulture
unstopped,unsloped
ransomed,ransom
rabshakeh,rasa
arphad,arp
telassar,tess
432,43
pining,pinching
433,43
goodliness,godliness
liken,like
smootheth,smoothest
sodering,soldering
thresh,threshed
declareth,declare
travailing,trailing
observest,observes
435,43
blotteth,blotted
jesurun,jesus
delectable,detectable
fitteth,fittest
baketh,bake
frustrateth,frustrate
leaved,leave
surnamed,surname
striveth,strive
potsherds,posters
stoopeth,stoop
loaden,loaned
millstones,millstone
437,43
astrologers,astronomer
stargazers,stares
prognosticators,prognosticator
438,43
sinim,sin
stinketh,stink
wakeneth,wakened
smiters,smithereens
obeyeth,obey
revilings,reliving
439,43
hasteneth,hasten
publisheth,publish
comeliness,comedies
griefs,grief
intercession,intersection
440,44
carbuncles,carbones
sower,slower
brier,briefer
polluting,polling
sorceress,soreness
enflaming,enameling
clifts,cliffs
441,44
lovedst,loves
debase,debates
frowardly,forward
bulrush,bullish
repairer,repaired
webs,web
intercessor,interceptor
cloke,coke
exactors,exacts
brokenhearted,broken
plowmen,plow
decketh,deck
adorneth,adore
beulah,bela
marrieth,married
winefat,wine
righteousnesses,righteousness
444,44
holier,holies
inheritor,inheritors
delusions,delusion
rendereth,render
dandled,dangled
abhorring,abhorrent
cisterns,cistern
backslidings,backing
wanderest,wanders
degenerate,degenerated
sope,sop
dromedary,dreary
snuffeth,snuffer
unshod,unshed
trimmest,trimester
gaddest,gadgets
refusedst,refuses
couldest,coldest
backsliding,backing
feignedly,feigned
449,44
sottish,scottish
bowmen,bowman
clothest,clothes
deckest,decks
rentest,rents
bewaileth,bewail
neighed,nighted
impoverish,impoverished
reserveth,reserve
overpass,overemphasis
grapegatherer,graph
